X,Y,OBJECTID,SITE_ID,PI_NAME,ADDRESS,PI_NUMBER,LEAD,STATUS,REM_LEVEL,CEA_STATUS,CATEGORY,COUNTY
552805.9999,672191,1,1032,RNJ FUEL LLC NJ 0202,1300 GALLOPING HILL RD,4736,LSRP,Active,C2,Ongoing,1,Union
547358.9999,671883,2,1035,NATIONAL TOOL AND MANE CO,100 NORTH 12TH ST,26639,LSRP,Active,C2,Ongoing,1,Union
552998.0001,671151.0001,3,1040,COLUMBIA LEATHER & COATING INC,10 MARKET ST,33297,LSRP,Active,C2,,1,Union
553348.0001,669436.9999,4,1041,SPINDLER BROTHERS COMPANY INC,188 MARKET ST,19436,LSRP,Active,C2,,1,Union
549094.0001,675288,5,1042,CRYOFAB  INC,540 MICHIGAN AVE N,158543,LSRP,Active,C2,Ongoing,1,Union
565772.9999,681828.0001,6,1049,PLESSEY DYNAMICS CORPORATION,1410 1430 CHESTNUT AVE,G000003241,LSRP,Active,C3,Ongoing,2,Union
550986.9999,671412.9999,7,1052,JERSEY FUEL,619 BLVD,259,LSRP,Active,C2,Ongoing,1,Union
562641.9999,679167.0002,8,1054,INTERCAR AUTO SALE,666 RTE 22 E,30848,LSRP,Active,C1,,1,Union
567268.26,679301.89,9,1055,BRISTOL MYERS PRODUCTS,225 LONG AVE,541,LSRP,Active,D,Ongoing,1,Union
564714.0801,679598.5898,10,1056,TEXACO INC,440 RT 22 & BLOY ST,11699,LSRP,Active,C2,Ongoing,1,Union
567205,679859.0001,11,1058,HILLSIDE TWP DPW AND COMMUNITY CTR,272-274 HILLSIDE AVE,33188,LSRP,Active,C2,,1,Union
563397.0699,679329.32,12,1061,BP S/S 10089,600 RTE 22,882,LSRP,Active,C2,Ongoing,1,Union
567922.0002,679530.0001,13,1062,NOVAL INC,231 RT 22 W,12999,LSRP,Active,C1,,1,Union
567062.9999,661507,14,1066,APACHE BUILDING PRODUCTS CO,2025 LINDEN AVE,5614,RAP,Active - RAP,,Ongoing,0,Union
566294.0001,680319.0002,15,1071,BRISTOL MYERS PRODUCTS A DIV OF BRISTOL,1350 LIBERTY AVE,24921,LSRP,Active,C3,Ongoing,1,Union
567111.0001,680343.0001,16,1072,DELTA,1393 LIBERTY AVE,25887,LSRP,Active,C2,Ongoing,1,Union
564712,683308.0001,17,1076,HILLSIDE INDUSTRIAL CENTER,100 HOFFMAN PL,25693,LSRP,Active,D,,3,Union
565941.9999,681431.9999,18,1088,PHILLIPS 66,1399 CHESTNUT AVE,15174,LSRP,Active,C2,,1,Union
540280,662743.9999,19,1097,GARWOOD FUEL LLC,431 NORTH AVE & CTR ST,8419,LSRP,Active,C2,Ongoing,1,Union
570488.9999,679242,20,1100,S&G PETROLEUM CORP,1410 N BROAD ST,94763,LSRP,Active,B,,1,Union
570464,678807.9999,21,1104,18 ROUTE 22,18 RT 22,5061,LSRP,Active,C2,,1,Union
524818.0001,658066,22,1107,FANWOOD EXXON 3-4185,MARTINE & LA GRANDE AVES,7919,RAP,Active - RAP,C2,Ongoing,0,Union
524295.0001,657810.9999,23,1115,STATION SQUARE AT FANWOOD LLC,213 217 & 225 LN GRANDE AVE,18136,LSRP,Active,C2,Ongoing,1,Union
586966.0001,669878,24,1116,APM TERMINAL ELIZABETH LL,5080 MCLESTER ST,5649,LSRP,Active,C2,Ongoing,1,Union
575347.0001,660424.9999,25,1119,ELIZABETHTOWN GAS COMPANY,200-234 3RD AVE & FLORIDA ST,30684,LSRP,Active,C3,Ongoing,2,Union
571983.9999,663055.9999,26,1122,MOONLIGHT PETROLEUM INC,438 442 RT 25,23672,LSRP,Active,C2,Ongoing,1,Union
577680.96,659387.4898,27,1129,E PORT LLC,2 74 S FRONT ST,14323,RAP,Active - RAP,C2,,0,Union
571134,665265.0001,28,1138,LUKOIL SERVICE STATION #57349,211 S BROAD ST,6213,RAP,Active - RAP,,Ongoing,0,Union
570032.9999,681484.0001,29,1141,ROAD RUNNER FUEL,1601 MAPLE AVE,16663,LSRP,Active,C2,,1,Union
567119.0001,680560,30,1143,BP SERVICE STATION #30367,1400 LIBERTY AVE,886,LSRP,Active,C2,Ongoing,1,Union
570902.0001,663802,31,1154,J & R FUEL,361 S BROAD ST,32145,LSRP,Active,C2,,1,Union
579272.8899,663740.22,32,1157,REGULA STATIONS INC,232 3RD ST,1550,LSRP,Active,C2,Ongoing,1,Union
574399,662628.0001,33,1158,AM TO PM INC,502 3RD AVE,7486,LSRP,Active,C2,Ongoing,1,Union
580907.0001,663814,34,1159,QUALITY TUNE & LUBE PLUS INC,332 SECOND ST,90495,LSRP,Active,C1,,1,Union
565967.0001,667411,35,1161,GEORGE & MEDHAT CORP,556 WESTFIELD AVE,7485,LSRP,Active,C2,Ongoing,1,Union
569903.0001,667831.9999,36,1166,SMITH MOTORS REALTY CORP,79 W GRAND ST,33021,LSRP,Active,B,,1,Union
563903,666393.0001,37,1168,PSE&G CENTRAL DIVISION-ELIZABETH ELECTRIC,900 W GRAND ST,4183,LSRP,Active,B,,,Union
576604.9999,659856.0001,38,1169,CYCLE CHEM CORP,217 SOUTH 1ST ST,6918,TRADITIONA,Active,D,,2,Union
577230.9999,659828.0001,39,1171,APEX CHEMICAL CORPORATION,200 S 1ST ST,G000030754,RAP,Active - RAP,C2,,0,Union
574831.0001,669089,40,1173,FUEL ONE,489 SPRING ST,7123,LSRP,Active,C2,Ongoing,1,Union
575168.55,670369.3101,41,1174,SPRING FUEL LLC,590 SPRING ST,1353,LSRP,Active,C2,Ongoing,1,Union
454461,800316,42,1445,EXXON PMG 8153,88 WOODPORT RD,7089,RAP,Active - RAP,,Ongoing,1,Sussex
471187.7999,842348.9799,43,1449,GREY ELEPHANT LLC,35 GINGERBREAD CASTLE RD,2171,RAP,Active - RAP,,,0,Sussex
470078,832370.9999,44,1450,SPEEDWAY 3456,272 RT 23 E,8409,LSRP,Active,C2,Ongoing,1,Sussex
469700.0001,828313.0001,45,1453,LUKOIL 57226,91 S BOUND RT 23,9269,RAP,Active - RAP,,Ongoing,0,Sussex
431579.9999,761877.0001,46,1459,STANHOPE SHELL,27 RT 206,4726,RAP,Active - RAP,,Ongoing,0,Sussex
433187.9999,833122,47,1461,QUICKCHEK CORP #170,77 RT 206,8966,RAP,Active - RAP,,Ongoing,0,Sussex
431590.9999,760071.0001,48,1464,STANHOPE EXXON TIGER MART #36107,1 RT 206 & ACORN ST,7805,RAP,Active - RAP,,Ongoing,0,Sussex
513355,657692.0001,49,1472,LOCKHEED ELECTRONICS CO INC,1501 RT 22,4334,RAP,Active - RAP,,Ongoing,0,Somerset
515220.6102,658390.5401,50,1473,LUKOIL #57242,1555 RT 22,8544,RAP,Active - RAP,,Ongoing,0,Somerset
492633.1599,652668.1099,51,1488,DINARDO SERVICE CENTER INC,89 MT BETHEL RD,25414,LSRP,Active,C2,,1,Somerset
460779.9999,636397.0001,52,1497,LUKOIL #57309,914 E RT 22,7246,LSRP,Active,C2,Ongoing,1,Somerset
457420,634018.9999,53,1498,STAY HUMBLE CORP - NJ 0239,176 WEST END AVE,14291,RAP,Active - RAP,,Ongoing,0,Somerset
460498.0001,636487.9999,54,1499,SOMERVILLE SHELL,900 RT 22 E,12659,RAP,Active - RAP,,Ongoing,0,Somerset
464209.9999,635946,55,1500,SOMERVILLE DODGE INC,1050 RT 22 E,2280,LSRP,Active,C2,Ongoing,1,Somerset
457488.9999,633044.9999,56,1502,TOWNE LABORATORIES INC,6 10 BELL AVE,26331,LSRP,Active,D,,1,Somerset
457858.0001,632651,57,1510,NJ ELECTRIC MOTORS CORPORATION,84 SOMERSET ST,G000041104,LSRP,Active,C2,,1,Somerset
459715,628364.0001,58,1515,TOWNE LABORATORIES INCORPORATED,1 RTE 206,G000029847,RAP,Active - RAP,,,0,Somerset
457798.9999,636100,59,1520,PMG 8185,280 RT 202 - 206,8401,LSRP,Active,C2,Ongoing,1,Somerset
464632,636066.0001,60,1524,SUNOCO 0010-3283 80000421,1062 RTE 22 E,16516,LSRP,Active,C2,,1,Somerset
506676.9999,656274,61,1525,THAKUR FUEL LLC,900 SOMERSET ST,11116,RAP,Active - RAP,,,0,Somerset
505732.9999,656804.9999,62,1526,WATCHUNG  NJ0261,989 SOMERSET ST,1497,LSRP,Active,C2,Ongoing,1,Somerset
505468.0001,657274,63,1527,WATCHUNG CIRCLE PROPERTIES LLC,15 STIRLING RD,885,RAP,Active - RAP,C2,,0,Somerset
462654.0001,631362,64,1529,AMOCO SERVICE STATION 84817,157 MAIN ST E,1190,RAP,Active - RAP,,Ongoing,0,Somerset
463471.0001,631237.9999,65,1530,SUNOCO 80000226,201 E MAIN ST & GASTON AVE,14837,LSRP,Active,C2,Ongoing,1,Somerset
457310.9999,633145,66,1535,COLOR TECHNOLOGY INC,60 CORNELL BLVD,4859,LSRP,Active,C2,,2,Somerset
455883.0002,631731.9999,67,1538,MIDDLESEX CHEMICALS INC,1 ELIZABETH ST,32736,RAP,Active - RAP,,,0,Somerset
452365,632765.0001,68,1540,RARITAN YARD,24 JOHNSON DR,728241,LSRP,Active,B,,1,Somerset
453463.0001,634223.0002,69,1544,RARITAN SHELL STATION,RTE 202 S & 601 1ST AVE,16260,LSRP,Active,C2,Ongoing,1,Somerset
506044.9999,650827.0001,70,1545,FUEL 4,925 RTE 22 W,12943,LSRP,Active,C2,,1,Somerset
506230.9999,650720,71,1549,BJ SALES INC,922 US HWY 22 E,7677,LSRP,Active,C3,,1,Somerset
547451.0001,678938,72,615,BED BATH AND BEYOND,581 RAHWAY AVE,20929,LSRP,Active,C2,Ongoing,1,Union
547863.4901,679046.5001,73,616,AMERICAN PRODUCTS,610 RAHWAY AVE,3461,LSRP,Active,D,Ongoing,1,Union
566699.4399,670118.2801,74,618,ENR-G SVC CORP,508 NORTH AVE,31123,LSRP,Active,C2,,1,Union
549768,681288.9999,75,624,MAJESTIC DRY CLEANERS,2589 MORRIS AVE,742655,LSRP,Active,C2,,1,Union
564665.3101,674273.5401,76,626,THOMPSON & COMPANY INC,1120 MORRIS AVE,23546,LSRP,Active,C2,Ongoing,1,Union
564696,674490,77,627,MORRIS AMERICAN SERVICE STATION,1130 MORRIS AVE,4655,LSRP,Active,C2,,1,Union
562528.0001,675883.0002,78,628,FUEL 4,1384 MORRIS AVE,1654,LSRP,Active,C2,,1,Union
563173.0001,670262.9999,79,631,MAA CHINTAPURNI GASOLINE INC,981 MAGIE AVE,6240,LSRP,Active,C2,,1,Union
560321.9999,669230,80,632,DELTA,1351 MAGIE AVE,6388,RAP,Active - RAP,,Ongoing,0,Union
564085,674263.0001,81,635,NEDCO EQUIPMENT DESIGN CO,967 Lehigh Avenue,829960,LSRP,Active,C2,Ongoing,1,Union
552389.0001,680478.0002,82,636,MAIN STEEL,1061 LOUSON RD,26707,LSRP,Active,D,Ongoing,1,Union
563660.0002,673589.0002,83,642,ALCAN POWDERS & PIGMENTS,901 LEHIGH AVE,15896,LSRP,Active,C2,Ongoing,1,Union
564092.9999,674026.9999,84,643,LINCOLN ELECTRIC PRODUCTS CO INC,947 LEHIGH AVE,505582,LSRP,Active,C2,Ongoing,1,Union
546313.9098,679858.2901,85,653,BREEZE EASTERN CORPORATION,700 LIBERTY AVE LOT 1,13853,RAP,Active - RAP,,,0,Union
547180,679433,86,654,DELTA,717 LIBERTY AVE,25291,LSRP,Active,C2,,1,Union
555717,675844.9999,87,659,SAB PETROLEUM,707 CHESTNUT ST,1404,LSRP,Active,C3,,1,Union
538154.2201,687550.34,88,672,P & K FUEL LLC DBA EXXON,18 MORRIS ST & ESSEX TPKE,25211,LSRP,Active,C1,,1,Union
537600.0001,687902.0001,89,673,SUMMIT  SUNOCO,42 MORRIS TPKE,13729,LSRP,Active,C2,,1,Union
534134.8,684350.58,90,676,EXXON R/S 34139,10 ASHWOOD AVE,15330,LSRP,Active,C2,Ongoing,1,Union
532152.9998,686662.9999,91,679,YOUNGS DRY CLEANERS FORMER,329 SPRINGFIELD AVE,531733,LSRP,Active,C2,Ongoing,1,Union
534097.9999,683352,92,685,STEPHENS-MILLER CO,38 RUSSELL PL,16963,RAP,Active - RAP,,Ongoing,0,Union
526660,691353.0001,93,687,RACEWAY SUMMIT,1CHATHAM & RIVER RD,7941,RAP,Active - RAP,,Ongoing,0,Union
535406.9999,683408.9999,94,689,CELGENE CORP,86 90 MORRIS AVE,13637,LSRP,Active,B,,,Union
529845.9999,685975,95,690,NJ 0190,336 MORRIS AVE,11695,LSRP,Active,C2,Ongoing,1,Union
526358,691984.0001,96,695,CITY GARAGE,41 CHATHAM RD,8156,LSRP,Active,C2,Ongoing,1,Union
533773.6,684857.16,97,702,CCK & K REALTY,233 BROAD ST,95889,RAP,Active - RAP,,,0,Union
540634.9999,686010.9999,98,708,SVS GROUP GAS LLC DBA GASARAMA,569 MORRIS AVE,25892,LSRP,Active,C2,,1,Union
542983.9998,681955.0002,99,712,SCHAIBLE OIL CO,192 MOUNTAIN AVE,578,LSRP,Active,C3,Ongoing,1,Union
542583,681303.0002,100,714,T&C AUTO CARE CENTER NJ 0184,245 MOUNTAIN AVE,4770,LSRP,Active,B,Ongoing,1,Union
543784.9999,684130.0001,101,718,PINKAVA'S MOTOR COMPANY,4 CALDWELL PL,7915,RAP,Active - RAP,,Ongoing,0,Union
519208.0001,658440.9999,102,729,TERRILL CLEANERS,511 TERRILL RD,259735,LSRP,Active,C2,,1,Union
523997.0001,667489.9999,103,733,SITE #33110,2591 RT 22 & GLENSIDE AVE,7970,RAP,Active - RAP,,Ongoing,0,Union
524828.0001,667725.0001,104,734,POWER GAS & DIESEL,2650 RT 22 & MOUNTAIN AVE,6367,LSRP,Active,C2,Ongoing,1,Union
527294.7199,660598.3299,105,744,LUKOIL,2239 NORTH AVE,6218,LSRP,Active,C2,Ongoing,1,Union
552586,665077.0001,106,754,ALDENE CLEANERS,570 W WESTFIELD AVE,12023,LSRP,Active,C2,,1,Union
562034.0001,666671.9999,107,758,M&K FUEL INC,452 E WESTFIELD AVE,6052,LSRP,Active,,,1,Union
556943.0001,665848.9999,108,762,FUEL 1,101 WESTFIELD AVE W,490,LSRP,Active,C2,,1,Union
561330.9999,666778,109,766,SUNOCO,413 E WESTFIELD AVE,3659,LSRP,Active,C2,Ongoing,1,Union
556991,665298,110,770,LUKOIL 57245,159 W 1ST AVE,9505,RAP,Active - RAP,,Ongoing,0,Union
557804.0001,665397.0001,111,771,PERROTTI BROS VALERO KKC,105 CHESTNUT ST,7985,RAP,Active - RAP,C2,Ongoing,0,Union
558799.4,646545.0401,112,775,2069 ROUTE 1 NORTH,2069 RT 1 N,510034,LSRP,Active,C2,,1,Union
558125.3902,645968.7601,113,776,DELTA,1948 RT 1,9504,LSRP,Active,C2,Ongoing,1,Union
550931,646112,114,779,DELTA,1010 ST GEORGES AVE,1821,LSRP,Active,C2,Ongoing,1,Union
550280,643298,115,780,LUKOIL #57241,490 ST GEORGES AVE,9503,RAP,Active - RAP,,Ongoing,0,Union
556354,644217.9998,116,783,B&S OIL CORP,1399 N RT 1,24181,LSRP,Active,C2,,1,Union
550411.1999,642463.59,117,785,RAHWAY DELTA,367 ST GEORGE AVE,27271,LSRP,Active,C2,,1,Union
551946,649648.0001,118,786,RAHWAY SHELL,1659 ST GEORGE AVE,5208,RAP,Active - RAP,,,0,Union
558043.9999,645490.9999,119,794,GETTY 00190,1829 RT 1,1248,LSRP,Active,C2,Ongoing,1,Union
552045.0001,643786.0001,120,796,GREIF BROTHERS CORP,24 W LAKE AVE,3081,RAP,Active - RAP,,,0,Union
550040.0002,641439.0002,121,803,ONE STOP CLEANERS,160 RT 27,3645,DIRECT,Active,C3,,2,Union
552163.9998,642960.0001,122,808,JEST PROPERTIES INC,673 NEW BRUNSWICK AVE,3911,LSRP,Active,C2,Ongoing,1,Union
553230,641780.0001,123,812,PUBLIC EQUIPMENT RENTAL,650 LEESVILLE AVE,24211,LSRP,Active,C2,,1,Union
553657.0001,647633.9999,124,816,HAMILTON LAUNDRY SITE,276 HAMILTON ST,G000042138,LSRP,Active,C3,,1,Union
555149.0001,647428,125,820,CAMEO METAL PRODUCTS INC,1745 ELIZABETH AVE,20107,RAP,Active - RAP,C2,,0,Union
553109.9999,641700,126,827,GUEST PACKAGING CO INC,414 INMAN AVE E,4240,RAP,Active - RAP,,,0,Union
554875,645246.0001,127,828,RAHWAYDEPARTMENT PUBLIC WORKS FUEL,1 CITY HALL PLZ,7020,LSRP,Active,C2,Ongoing,1,Union
558746.0001,659129.9999,128,831,ROSELLE EXXON,501 ST GEORGES AVE,7929,LSRP,Active,C2,Ongoing,1,Union
559742.8699,661278.9201,129,833,PAMARCO INC,235 E 11TH AVE & OAK ST,14128,LSRP,Active,C2,Ongoing,1,Union
508206.9099,643146.1601,130,849,CLINTON SCHOOL,1302 W 4TH ST & CLINTON AVE,14089,RAP,Active - RAP,,,0,Union
521950.9999,656170.9999,131,852,BP SERVICE STATION #20516,504 TERRILL RD,1193,LSRP,Active,C2,Ongoing,1,Union
509264.73,645763.3901,132,858,SOUTH SECOND ST PLAINFIELD REALITY PROPERTY,1000 S 2ND ST,18714,RAP,Active - RAP,C1,,0,Union
507119,643872.9999,133,859,METRO METAL RECYCLING CORP,1300 SOUTH 2ND ST,10115,LSRP,Active,C2,,,Union
518105.0001,655938,134,879,EMERSON SCHOOL,305 EMERSON AVE,14093,RAP,Active - RAP,,,0,Union
518077.0001,681628.0002,135,882,BORO CLEANERS,37 SOUTH ST,227882,LSRP,Active,C2,,1,Union
518879.0001,675024.9999,136,883,LANTERN HILL SENIOR COMMUNITY EXPANSION,575 MOUNTAIN AVE,24337,LSRP,Active,B,,1,Union
517108.0001,677155.9999,137,885,FAB LOK MILLS INC,140 SPRING ST,20967,RAP,Active - RAP,,,0,Union
518186.6502,682045.1499,138,886,K H CLEANERS INC,12 SOUTH ST,424118,LSRP,Active,C2,,1,Union
518332.9999,681452.9999,139,887,NEW PROVIDENCE FUEL,50 SOUTH ST,7908,LSRP,Active,C2,Ongoing,1,Union
518726.9099,681944.8499,140,888,ALADDIN CLEANERS @ VILLAGE SHOPPING CENTER,1260 SPRINGFIELD AVE,293795,LSRP,Active,C3,Ongoing,1,Union
514213,679330.0002,141,891,POTTERS CORNER,1682 SPRINGFIELD AVE,17965,LSRP,Active,C2,Ongoing,1,Union
513235,678376.0001,142,892,NEW PROVIDENCE FUEL,1789 SPRINGFIELD AVE,26279,RAP,Active - RAP,,Ongoing,0,Union
518035.9999,674708.9999,143,894,BOC GASES,70 RYDER WAY,1501,LSRP,Active,C2,,1,Union
519334.9999,682523,144,897,NEW PROVIDENCE TIRE & AUTO INC,1190 SPRINGFIELD AVE,32373,LSRP,Active,C2,Ongoing,1,Union
517251.0001,679400,145,901,ELECTRICAL INDUSTRIES,675 CENTRAL AVE,16079,LSRP,Active,D,Ongoing,1,Union
516402.9998,679280.9999,146,902,755 CENTRAL AVENUE,755 CENTRAL AVE,G000041153,LSRP,Active,B,Ongoing,1,Union
536227.9999,673157,147,904,MOUNTAINSIDE NJ 0259,1112 RT 22 & SUMMIT RD,1487,LSRP,Active,C2,Ongoing,1,Union
566238.9999,657130.9999,148,913,EXXON PMG 8141,1104 RT 1 NB,7474,RAP,Active - RAP,,Ongoing,1,Union
563359.0001,653429.0001,149,915,US1 ASSOCIATES,11 E EDGAR RD,7962,LSRP,Active,C3,Ongoing,1,Union
557408.9999,657126.9999,150,919,GETTY 56815,2 W SAINT GEORGES & WOOD AVES,1677,LSRP,Active,C2,Ongoing,1,Union
568145,660191.0001,151,926,BP SERVICE STATION 64597,2000 E EDGAR RD,23333,RAP,Active - RAP,,Ongoing,0,Union
573306.9999,652122.0001,152,927,PSEG LINDEN GENERATING STATION,4001 SOUTH WOOD AVE,4158,RAP,Active - RAP,C3,Ongoing,1,Union
572924,649412,153,930,EI DUPONT DENEMOURS & CO,S WOOD AVE,G000001666,LSRP,Active,D,Lifted,1,Union
558717.2299,656475.8999,154,931,SCHOOL #1,700-730 N WOOD AVE,8249,LSRP,Active,B,,1,Union
564931.9999,655715.0001,155,936,MOBIL,741 E EDGAR RD,31735,LSRP,Active,C2,Ongoing,1,Union
558950.0001,659169.0001,156,937,BP SERVICE STATION 22236,530 SAINT GEORGES AVE,995,LSRP,Active,C2,Ongoing,1,Union
559489,652887.9999,157,940,RVAV FUEL INC,801 ELIZABETH AVE W,24193,LSRP,Active,C2,Ongoing,1,Union
572246,644652,158,945,LINDEN BULK TRANSPORATION CO INC,4700 TREMLEY POINT RD,6568,LSRP,Active,D,Ongoing,1,Union
570084.0001,658682.0001,159,948,ROTUBA EXTRUDERS INC,1401 S PARK AVE,32510,RAP,Active - RAP,,,1,Union
568093.0001,655834.9999,160,962,PHILLIPS 66 BAYWAY REFINERY,1400 PARK AVE,1046,TRADITIONA,Active,C2,,2,Union
569600.0001,654733.0001,161,962,BAYWAY REFINERY,1400 PARK AVE,8282,TRADITIONA,Active,D,Ongoing,2,Union
516705.9999,679271.9999,162,965,FRC ELECTRICAL INDUSTRIES,705 CENTRAL AVE,25951,LSRP,Active,B,,1,Union
560721.0001,648965.9999,163,968,GENERAL MAGNAPLATE CORP,1331 W EDGAR RD,161517,LSRP,Active,C2,,2,Union
563432,653100.0001,164,969,LINDEN SHELL,33 EDGAR RD W,3475,LSRP,Active,C2,Ongoing,1,Union
569240.0001,646627.9999,165,971,SUPPORT TERMINALS OPERATING PARTNERSHIP LP,3700 S WOOD AVE,1061,LSRP,Active,D,Ongoing,2,Union
556327.0001,655701.9998,166,979,BOB'S PROFESSIONAL CLEANERS INC,336 W ST GEORGE AVE,10261,LSRP,Active,C2,,1,Union
557513,656938,167,980,EXXON 34170,9 ST GEORGE AVE W,8664,LSRP,Active,C2,Ongoing,1,Union
550687.9998,680783.9999,168,984,EXXON R/S 30971,2437 MORRIS AVE,7795,LSRP,Active,C2,Ongoing,1,Union
556551.9999,655746.0001,169,987,GAS UP LLC,301 309 ST GEORGE AVE,30099,LSRP,Active,C1,,1,Union
565080.9999,660026.0001,170,1002,AMERICAN SERVICE CLEANERS,1510 E ELIZABETH AVE,13855,,Active,C2,,0,Union
564267.9999,654771.0001,171,1012,BOLLA 401 EDGAR C STORE,401 E EDGAR RD,10109,LSRP,Active,C2,,1,Union
560724.0001,658500.0002,172,1020,LINDEN ELEMENTARY SCHOOL #5,1014 BOWER ST,8254,LSRP,Active,B,,1,Union
563618.9999,654773.0001,173,1022,PLATRONICS INC,301 COMMERCE RD,21877,LSRP,Active,C3,,1,Union
564405,655814.9999,174,1024,APEX PLATING & POLISHING CO INC,725 COMMERCE RD,593736,LSRP,Active,C2,,1,Union
553170.0001,669914,175,1027,INDUSTRIAL BUILDING @ 136 MARKET STREET,136 MARKET ST,247747,LSRP,Active,C3,Ongoing,1,Union
549195.9999,675478,176,1029,HUSSEY COPPER LTD,624 630 N MICHIGAN AVE,G000032743,RAP,Active - RAP,,,0,Union
551198.0001,671750.9999,177,1030,636 BOULEVARD LLC,636 KENILWORTH BLVD,14822,LSRP,Active,C2,,1,Union
421243.9999,806154.0001,178,1395,106 WOODSIDE AVE LLC,106 WOODSIDE AVE,6347,LSRP,Active,B,,1,Sussex
410731.9999,891935.0001,179,1405,LUKOIL 57355,420 S RT 206,27237,RAP,Active - RAP,,Ongoing,0,Sussex
441287.0001,917682.0002,180,1406,CITGO AMG 615,2 RT 23 N,4615,LSRP,Active,C2,Lifted,1,Sussex
448843.0001,767918.0001,181,1419,HOPATCONG AUTO,450 RIVER STYX RD,8198,LSRP,Active,C2,,1,Sussex
461651.0001,837684.0001,182,1423,PMG 8027,3289 RT 94 & N CHURCH RD,5449,LSRP,Active,C2,,1,Sussex
485962,822272,183,1424,STOCKHOLM PHILLIPS 66,2770 RT 23 N,9287,LSRP,Active,C2,Ongoing,1,Sussex
426645.9999,817672,184,1428,GASARAMA OF NEWTON NJ LLC,51 RT 206 N,2645,LSRP,Active,C2,,1,Sussex
426928,817827.0001,185,1432,JCP&L NEWTON DISTRICT,56 HAMPTON HOUSE RD,9988,LSRP,Active,B,,,Sussex
455904.0001,798357,186,1435,AMOCO STATION (FORMER),172 WOODPORT RD,1014,LSRP,Active,C2,,1,Sussex
471193,845295.9999,187,1439,GETTY 56005,RTES 23 & 94,1651,LSRP,Active,C2,,1,Sussex
470019.0001,845248,188,1442,ACCURATE FORMING LLC,24 AMES BLVD,1209,RAP,Active - RAP,,Ongoing,0,Sussex
558242.0002,682025,189,342,US GAS,1444 STUYVESANT AVE,25979,LSRP,Active,C2,Ongoing,1,Union
559555.0002,684604.0001,190,343,BP SERVICE STATION 20524,1701 STUYVESANT AVE,16003,LSRP,Active,C2,Ongoing,1,Union
553696.0001,682337.0001,191,345,HARVARD INDUSTRIES ESNA DIVISION,2330 VAUXCHALL RD,18861,LSRP,Active,,,1,Union
553320.0002,681894,192,346,TOWNSHIP OF UNION DEPT PUBLIC WORKS,1 SWANSTROM PL,12766,RAP,Active - RAP,,,0,Union
553717,683121.0001,193,347,RED DEVIL INC,2400 VAUX HALL RD,22355,RAP,Active - RAP,,Ongoing,0,Union
549068.0001,681619.9998,194,353,DOUBLE D SERVICE CO INC,2674 MORRIS AVE,23625,LSRP,Active,C2,,1,Union
556690,671503.0001,195,355,BP SERVICE STATION #22317,1080 GALLOPING HILL RD,1189,LSRP,Active,C2,,1,Union
561059.0001,679548.0001,196,357,VAUX HALL SERVICE AREA 80005365,GARDEN STATE PKWY MM 142.2,14602,LSRP,Active,C2,Ongoing,1,Union
548466,676621,197,359,GETTY 00671,2401 RT 22 WEST,1718,LSRP,Active,C2,Ongoing,1,Union
546134.0001,676146,198,361,BASF CORPORATION,2655 RTE 22 W,2442,TRADITIONA,Active,C2,Ongoing,2,Union
546715.9999,675850.9999,199,362,MOBIL,2570 RT 22 E,15191,LSRP,Active,C2,Ongoing,1,Union
560110,678705.0001,200,366,EXXON PMG 8148,RT 22 E & SAYRE RD,7917,LSRP,Active,C2,Ongoing,1,Union
549091.0001,677187.9999,201,367,INDUSTRIAL FERGUSON FOUNDRY CORPORATION,RT 22 W & RAHWAY VALLEY RR,G000003264,LSRP,Active,C2,,1,Union
550547.0001,680949.9999,202,370,SHELL SERVICE STATION 138534,2449 MORRIS &,4762,LSRP,Active,C2,Ongoing,1,Union
545484.0001,683652,203,371,BP SERVICE STATION #20522,9 MEISEL AVE,1188,LSRP,Active,C2,Ongoing,1,Union
556167,676970,204,372,FLYING T INC,1960 RT 22 E,13397,PENDING,Pending,,,1,Union
535690,661288.0002,205,381,RACEWAY WESTFIELD,400 CENTRAL AVE,6323,LSRP,Active,C2,Ongoing,1,Union
536437.0001,660737.9999,206,382,WESTFIELD CLEANERS INC,614 CENTRAL AVE,2837,LSRP,Active,C2,,1,Union
535926.9998,662074.9999,207,388,VENNERI COMPLEX,300 NORTH AVE E,4896,LSRP,Active,C2,Ongoing,1,Union
535873.9999,658535.0001,208,391,LINCOLN SCHOOL,728 WESTFIELD AVE,14569,LSRP,Active,C1,,1,Union
530848.4801,660691.3901,209,395,WESTWOOD CLEANERS,1004 SOUTH AVE,149622,LSRP,Active,C2,,1,Union
533833.0001,661088.9999,210,399,RIDGE DRIVE DEVELOPMENT INC,501 SOUTH AVE W,293380,LSRP,Active,C2,,1,Union
534194,661282.9998,211,400,BP SERVICE STATION 22334,416 SOUTH AVE,881,RAP,Active - RAP,,Ongoing,0,Union
405966.5501,761819.4398,212,402,ALLAMUCHY ELEMENTARY SCHOOL,20 JOHNSONBURG RD,11255,LSRP,Active,B,,1,Warren
308912.0001,668374.0001,213,403,KUTZMAN BROS,605 LEE AVE,459,LSRP,Active,C1,,1,Warren
510052.0001,654021.9999,214,1551,EXXON R/S 33088,611 TO 613 RTE 22 W,7911,LSRP,Active,C2,Ongoing,1,Somerset
